EPC-eols-assessment-service-ScheduleDto.java:47, EPC, eols-assessment-service, ScheduleDto.java:47,  [UnusedMethod] Private method 'setCourseSectionId' is never used.,3,3,  :: /Users/werzenm/Documents/Projects/eols-assessment-service/src/main/java/com/elsevier/eols/assessment/domain/dto/ScheduleDto.java:47: warning: [UnusedMethod] Private method 'setCourseSectionId' is never used. ::   private void setCourseSectionId(Long Id) { ::                ^ ::     (see https://errorprone.info/bugpattern/UnusedMethod) ::   Did you mean to remove this line? :: , false
EPC-eols-assessment-service-ScheduleDto.java:47, EPC, eols-assessment-service, ScheduleDto.java:47,  [InconsistentCapitalization] Found the field 'id' with the same name as the parameter 'Id' but with different capitalization.,3,3,  :: /Users/werzenm/Documents/Projects/eols-assessment-service/src/main/java/com/elsevier/eols/assessment/domain/dto/ScheduleDto.java:47: warning: [InconsistentCapitalization] Found the field 'id' with the same name as the parameter 'Id' but with different capitalization. ::   private void setCourseSectionId(Long Id) { ::                                        ^ ::     (see https://errorprone.info/bugpattern/InconsistentCapitalization) ::   Did you mean 'private void setCourseSectionId(Long id) {'? :: , false
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
EPC-eols-learning-content-service-StateKey.java:7, EPC, eols-learning-content-service, StateKey.java:7,  [UnusedVariable] The field 'stateKey' is never read.,3,3,"  :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/main/java/com/elsevier/eols/learningcontext/util/StateKey.java:7: warning: [UnusedVariable] The field 'stateKey' is never read. ::   private String stateKey; ::                  ^ ::     (see https://errorprone.info/bugpattern/UnusedVariable) ::   Did you mean 'WEAK_TOPICS(""WEAK_TOPICS"")'? :: ", false
EPC-eols-learning-content-service-StateKey.java:7, EPC, eols-learning-content-service, StateKey.java:7,  [ImmutableEnumChecker] enums should be immutable,3,3,  :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/main/java/com/elsevier/eols/learningcontext/util/StateKey.java:7: warning: [ImmutableEnumChecker] enums should be immutable: 'StateKey' has non-final field 'stateKey' ::   private String stateKey; ::                  ^ ::     (see https://errorprone.info/bugpattern/ImmutableEnumChecker) ::   Did you mean 'private final String stateKey;'? :: , false
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
EPC-eols-learning-content-service-CaseStudyControllerTest.java:33, EPC, eols-learning-content-service, CaseStudyControllerTest.java:33,  [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients,3,3,  :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/test/java/com/elsevier/eols/learningcontext/caseStudy/CaseStudyControllerTest.java:33: warning: [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients :: import org.mockito.internal.verification.VerificationModeFactory; ::                                         ^ ::     (see https://errorprone.info/bugpattern/MockitoInternalUsage) :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/test/java/com/elsevier/eols/learningcontext/caseStudy/CaseStudyControllerTest.java:33: warning: [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients :: , false
EPC-eols-learning-content-service-CaseStudyControllerTest.java:33, EPC, eols-learning-content-service, CaseStudyControllerTest.java:33,  [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients,3,3,  :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/test/java/com/elsevier/eols/learningcontext/caseStudy/CaseStudyControllerTest.java:33: warning: [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients :: import org.mockito.internal.verification.VerificationModeFactory; ::                            ^ ::     (see https://errorprone.info/bugpattern/MockitoInternalUsage) :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/test/java/com/elsevier/eols/learningcontext/caseStudy/CaseStudyControllerTest.java:33: warning: [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients :: , false
EPC-eols-learning-content-service-CaseStudyControllerTest.java:33, EPC, eols-learning-content-service, CaseStudyControllerTest.java:33,  [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients,3,3,  :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/test/java/com/elsevier/eols/learningcontext/caseStudy/CaseStudyControllerTest.java:33: warning: [MockitoInternalUsage] org.mockito.internal.* is a private API and should not be used by clients :: import org.mockito.internal.verification.VerificationModeFactory; ::                   ^ ::     (see https://errorprone.info/bugpattern/MockitoInternalUsage) :: /Users/werzenm/Documents/Projects/eols-learning-content-service/src/test/java/com/elsevier/eols/learningcontext/caseStudy/CaseStudyUtilTest.java:41: warning: [UnusedVariable] The field 'jUnitTestQuizHistoryUtil' is never read. :: , false
